gene,class,importance,variance,variance_rank,n_cells_used,importance_rank
MT-ND4,AKI,0.31075054,8973.121805769077,10,300,1
MT-ND3,AKI,0.29950064,45271.01237835592,5,300,2
SPP1,AKI,0.29118288,2306.0256409340877,18,300,3
MT-CO1,AKI,0.2536211,49518.24244486595,3,300,4
WFDC2,AKI,0.16479084,1778.5943794824614,20,300,5
MT-ND2,AKI,0.15142064,4815.301882127371,14,300,6
MT-ATP6,AKI,0.15121257,10270.968051788057,9,300,7
RPS4Y1,AKI,0.13494322,4.333792729805773,575,300,8
MALAT1,AKI,0.13152559,46529.8247294715,4,300,9
MT-ND1,AKI,0.12719879,3438.168689780503,17,300,10
MT-CO2,AKI,0.099578194,42881.031203377366,6,300,11
MT-CO3,AKI,0.09545629,20839.347750081604,7,300,12
RPS4X,AKI,0.08965624,205.9631854113784,63,300,13
MT-ND4L,AKI,0.083559126,853.1656551799401,24,300,14
RACK1,AKI,0.07875358,30.211613985010352,192,300,15
SERF2,AKI,0.07749204,126.93977310068199,83,300,16
MT-ND5,AKI,0.077241786,474.25996956369704,33,300,17
MT-CYB,AKI,0.07325351,6546.353288793684,12,300,18
RPS29,AKI,0.072952874,48.83907390331214,147,300,19
DEFB1,AKI,0.07283426,8836.840528217552,11,300,20
GSTP1,AKI,0.06823397,124.54930928138268,86,300,21
TXNIP,AKI,0.06365465,20.2449585637548,247,300,22
RPL37,AKI,0.062987186,76.94736184850994,117,300,23
IFITM3,AKI,0.059849314,17.774303638124245,261,300,24
RPS19,AKI,0.05696378,153.52229226365614,74,300,25
GPX4,AKI,0.05646074,23.898731780742125,223,300,26
RPL15,AKI,0.05594382,76.76826319927655,118,300,27
RPS26,AKI,0.05584553,74.89490457978025,121,300,28
RPL35,AKI,0.055461742,63.01067410412386,136,300,29
RPL37A,AKI,0.054608796,29.278041413963443,202,300,30
MT-ATP8,AKI,0.05440054,12.249485973776942,325,300,31
RPS18,AKI,0.051577874,355.01365862768347,40,300,32
RPS27,AKI,0.051402625,257.339470436032,53,300,33
SERPING1,AKI,0.05037031,2.7695536466963446,742,300,34
MTRNR2L12,AKI,0.04983233,6.518999503834998,463,300,35
RPS14,AKI,0.049555995,128.0263849866529,82,300,36
HLA-B,AKI,0.049234353,38.98807349657869,168,300,37
LDHB,AKI,0.04875234,41.758129311824575,160,300,38
RPS28,AKI,0.04855955,296.54589775111333,47,300,39
MT1G,AKI,0.046720803,2238.9498609937555,19,300,40
RPL41,AKI,0.046708163,1071.652569960694,23,300,41
RPLP0,AKI,0.044201642,12.694511935906146,315,300,42
NEAT1,AKI,0.04419511,46.8878419643915,150,300,43
FAU,AKI,0.043388247,92.73601170852339,105,300,44
DBI,AKI,0.042645648,18.682100441617575,257,300,45
RPL29,AKI,0.042531952,102.66623243783505,100,300,46
RPLP1,AKI,0.040508315,412.0605448037033,36,300,47
NDUFA4,AKI,0.03906078,124.4510654839503,88,300,48
PPIA,AKI,0.038848154,44.69411667945336,155,300,49
RPL10A,AKI,0.0388361,33.4534660363197,182,300,50
ATP1B1,AKI,0.038735896,508.28100592681096,30,300,51
ITM2B,AKI,0.038557116,204.10151335543227,64,300,52
COX6A1,AKI,0.038121007,31.402185224269694,188,300,53
XIST,AKI,0.037756942,4.388122820151314,574,300,54
IFITM2,AKI,0.037598904,4.16914948860623,591,300,55
PKM,AKI,0.03709272,10.895610144789844,356,300,56
RPS7,AKI,0.03707488,75.23656576475125,120,300,57
RPS10,AKI,0.036807634,30.18163289443128,193,300,58
ACTG1,AKI,0.03647051,126.57777105061743,84,300,59
PPIB,AKI,0.036294695,5.325920778223576,511,300,60
ITGB6,AKI,0.036232103,3.675248239939443,634,300,61
UBC,AKI,0.035543073,30.79456438947431,189,300,62
CD63,AKI,0.035182793,38.12166441563539,173,300,63
C4orf48,AKI,0.034727246,2.78840700651905,738,300,64
RPL27A,AKI,0.03472483,13.369330434390804,308,300,65
NDUFS5,AKI,0.03425642,15.989725133383484,279,300,66
RPL21,AKI,0.0341675,52.02910329672228,144,300,67
RPS25,AKI,0.033700876,81.1405553425765,111,300,68
FTL,AKI,0.033425033,3516.5657692851364,16,300,69
RPS3,AKI,0.033252977,102.69293829972955,99,300,70
NACA,AKI,0.032700673,46.41356171411054,152,300,71
ATP5ME,AKI,0.032253195,20.476131966260063,246,300,72
RPS9,AKI,0.03218391,79.21457372287585,115,300,73
HIF1A,AKI,0.031890716,1.6055919764920783,1033,300,74
CHCHD2,AKI,0.031738203,23.535311293933994,226,300,75
MRPL41,AKI,0.031590097,5.398052612547536,506,300,76
CYSTM1,AKI,0.031469442,29.176527518341963,203,300,77
MT1H,AKI,0.03143459,80.91455229528887,112,300,78
PEBP1,AKI,0.03136011,38.813454307484946,170,300,79
ACTB,AKI,0.031229544,192.19683241986317,65,300,80
ATP5MC3,AKI,0.031150423,29.56668185655874,196,300,81
TOMM7,AKI,0.03113653,14.152270531281392,296,300,82
RPL13A,AKI,0.03072169,8.401324759326567,410,300,83
RBM3,AKI,0.030535033,1.308846443560641,1178,300,84
B2M,AKI,0.030309292,607.982716502998,28,300,85
S100A6,AKI,0.030140571,1516.1200436841198,21,300,86
SUB1,AKI,0.030061744,9.42884889467016,390,300,87
RPL7A,AKI,0.029844832,144.3602323465119,78,300,88
EIF4G2,AKI,0.029804703,2.6354945379457906,768,300,89
PPIC,AKI,0.029753095,0.9408469821636385,1449,300,90
RPL11,AKI,0.029612644,237.9918493959716,57,300,91
NDUFA13,AKI,0.02955662,13.837916889297755,303,300,92
RPL32,AKI,0.029459823,229.0451152497398,58,300,93
SOD2,AKI,0.029356614,11.282559608401135,346,300,94
RPL28,AKI,0.02931743,215.28088059299677,62,300,95
HINT1,AKI,0.02920187,37.50909821348206,174,300,96
RPL12,AKI,0.029053876,112.57243511249867,93,300,97
RPL39,AKI,0.028873902,359.68584529686774,38,300,98
TMSB10,AKI,0.028744176,375.88867625011227,37,300,99
HNRNPH1,AKI,0.028493544,6.108975829530736,478,300,100
RSRP1,AKI,0.02834998,0.8250762967171377,1588,300,101
RPS23,AKI,0.028250325,264.8999088317167,52,300,102
ATP1A1,AKI,0.028146716,103.88951013544589,97,300,103
RPL26,AKI,0.027858132,176.0467765880664,66,300,104
N4BP2L2,AKI,0.027847659,3.033457498048423,701,300,105
CEBPD,AKI,0.027618956,14.3647768760512,292,300,106
PFN1,AKI,0.02756005,27.362814952445518,208,300,107
FIS1,AKI,0.027440373,5.54677731823063,498,300,108
RARRES3,AKI,0.026977057,5.319625577351457,513,300,109
ACSL1,AKI,0.02696506,0.8711720159764261,1522,300,110
RPL10,AKI,0.026946064,419.89969016257425,35,300,111
SOD1,AKI,0.026846273,12.5125708419845,318,300,112
RPL30,AKI,0.02682284,158.58425947973566,71,300,113
CYB5A,AKI,0.026760483,42.53689600203714,158,300,114
CHCHD10,AKI,0.026749916,34.201104364943504,180,300,115
RPL13,AKI,0.026719933,290.5042458654808,48,300,116
HSPB1,AKI,0.026688702,35.67953135387101,176,300,117
ADGRG1,AKI,0.026565252,1.8600853831380832,950,300,118
COX7B,AKI,0.026477309,57.960300879429816,138,300,119
RPS12,AKI,0.02632209,426.6690949289262,34,300,120
HLA-C,AKI,0.026228188,15.779106260185436,280,300,121
S100A2,AKI,0.026186256,550.3244843952272,29,300,122
KCNJ16,AKI,0.026174909,5.8915030766225716,484,300,123
RPL35A,AKI,0.025968589,81.79792419603065,109,300,124
ZFP36L2,AKI,0.025910826,5.455755006038595,503,300,125
COX7C,AKI,0.025597721,107.79834568673067,94,300,126
FTH1,AKI,0.025551112,720.9861956930721,27,300,127
ARPC3,AKI,0.02515639,4.9325502851684435,528,300,128
UBL5,AKI,0.025083303,25.8507659673516,215,300,129
CYBA,AKI,0.025069162,21.344551444210538,238,300,130
MYL12A,AKI,0.02501185,10.543943376108952,360,300,131
MGST3,AKI,0.02491346,23.631054864721058,225,300,132
RPL23,AKI,0.024728023,8.755903933572466,402,300,133
RNF213,AKI,0.024575869,0.9426841439476357,1445,300,134
S100A1,AKI,0.024167677,2.969607673468706,709,300,135
RHOB,AKI,0.024093883,8.259505469109492,413,300,136
COX7A2,AKI,0.024013344,25.505727404330948,220,300,137
SLC25A3,AKI,0.023847526,12.22671032286041,327,300,138
S100A11,AKI,0.023846917,130.96670261940366,81,300,139
TMBIM6,AKI,0.023795625,13.850716675255391,301,300,140
EEF1A1,AKI,0.023735799,801.6777418278019,26,300,141
ATP5IF1,AKI,0.02372338,13.82868396843213,304,300,142
ZFAND5,AKI,0.023678247,3.9941770774451375,607,300,143
PAXX,AKI,0.023667261,0.5506066844496296,2124,300,144
RPS6,AKI,0.02354112,95.74202209866125,104,300,145
UMOD,AKI,0.023303654,5289.369591562348,13,300,146
CRYAB,AKI,0.023281233,157.75947090125413,72,300,147
COX14,AKI,0.02325312,2.7676714477246964,743,300,148
TMEM176A,AKI,0.023239218,5.564734272954278,497,300,149
H3F3A,AKI,0.023166824,25.823121262389805,216,300,150
CDH16,AKI,0.022987645,16.97364966140164,266,300,151
EIF1AX,AKI,0.022971451,1.4196194396633295,1120,300,152
DPM3,AKI,0.022687634,2.2140758006902743,847,300,153
RPS15,AKI,0.022631241,148.1506107347555,76,300,154
IGFBP7,AKI,0.022580244,502.6211516965921,31,300,155
HNRNPA1,AKI,0.022369621,6.462873546303893,465,300,156
ST13,AKI,0.022322306,3.2580866214676734,675,300,157
EIF4A2,AKI,0.022234408,2.7937048198733767,736,300,158
RTN4,AKI,0.022137089,36.264969700759806,175,300,159
LGALS3BP,AKI,0.022063881,1.4340094324916421,1115,300,160
PET100,AKI,0.022044532,2.337491345309431,824,300,161
RPS3A,AKI,0.022007141,154.84591774264743,73,300,162
ATP5F1E,AKI,0.02195743,68.57512318044834,128,300,163
TRIR,AKI,0.021942249,2.0546216350487336,893,300,164
SNX3,AKI,0.021914216,3.701456827230384,632,300,165
MZT2B,AKI,0.021861084,4.834322119879909,537,300,166
RPL14,AKI,0.02183443,72.64199896792061,124,300,167
MSN,AKI,0.02170882,1.0294349475699738,1361,300,168
HSPE1,AKI,0.021618012,80.25493740495948,113,300,169
TSPAN1,AKI,0.02157774,9.737043999103298,383,300,170
RPS11,AKI,0.021489443,9.603698437266331,386,300,171
SNHG8,AKI,0.021419246,2.5971901551864978,771,300,172
TBCA,AKI,0.021407176,4.692776663263857,551,300,173
ZFAS1,AKI,0.02138074,2.137666840264932,865,300,174
METTL26,AKI,0.021369379,0.6420685410838948,1899,300,175
SARAF,AKI,0.021322874,1.8980170062782191,932,300,176
HP1BP3,AKI,0.02129369,0.990803334166251,1397,300,177
GNG5,AKI,0.021156289,7.17338583872924,442,300,178
JUND,AKI,0.021142716,29.393581386119394,199,300,179
ACADVL,AKI,0.021018727,2.331340123705527,826,300,180
CD59,AKI,0.020968301,7.1475479192170415,443,300,181
MIF,AKI,0.020900005,31.530272893656388,187,300,182
TMSB4X,AKI,0.020895876,481.0255099004123,32,300,183
GSTK1,AKI,0.02088689,2.196662543548275,853,300,184
RPL36A,AKI,0.020839741,7.220715759369872,440,300,185
FXYD2,AKI,0.02081282,1301.1846189335959,22,300,186
VPS28,AKI,0.020777682,2.4962653752114976,795,300,187
TIMP1,AKI,0.020729994,16.61982174226706,271,300,188
RPL22,AKI,0.020680727,29.903169486017358,194,300,189
DYNLT1,AKI,0.020622436,3.052549001930305,697,300,190
IL32,AKI,0.020395875,13.41860403984246,307,300,191
FKBP1A,AKI,0.020280989,2.1383641776298017,864,300,192
HLA-A,AKI,0.020249011,15.775619875246708,281,300,193
TMED2,AKI,0.02015747,0.8737408780709863,1517,300,194
STAT1,AKI,0.020001309,0.784315052834059,1642,300,195
DYNLL1,AKI,0.019854605,17.131284928563435,264,300,196
DDX17,AKI,0.019851208,5.2665137865020615,517,300,197
SON,AKI,0.019831685,2.1807785862861433,856,300,198
SAT1,AKI,0.019810297,50.63968207832483,145,300,199
HSP90AB1,AKI,0.019743089,10.152411390773448,370,300,200
MALAT1,CKD,0.22162701,46529.8247294715,4,300,1
MT-ND4L,CKD,0.21346578,853.1656551799401,24,300,2
MT-ATP6,CKD,0.19942938,10270.968051788057,9,300,3
MT-CO3,CKD,0.16178857,20839.347750081604,7,300,4
MT-CO1,CKD,0.1615191,49518.24244486595,3,300,5
MT-CO2,CKD,0.14872937,42881.031203377366,6,300,6
MT-ND5,CKD,0.13621496,474.25996956369704,33,300,7
MT-ND4,CKD,0.12422425,8973.121805769077,10,300,8
MT-ND3,CKD,0.11991445,45271.01237835592,5,300,9
MT-CYB,CKD,0.09964486,6546.353288793684,12,300,10
RPS26,CKD,0.09907123,74.89490457978025,121,300,11
RPS10,CKD,0.09509373,30.18163289443128,193,300,12
MT-ND2,CKD,0.05801154,4815.301882127371,14,300,13
XIST,CKD,0.053706728,4.388122820151314,574,300,14
RPS4X,CKD,0.05052579,205.9631854113784,63,300,15
MT-ND1,CKD,0.0482409,3438.168689780503,17,300,16
RPL17,CKD,0.040923573,9.284462628229361,394,300,17
RPS21,CKD,0.04081055,54.52989753121036,141,300,18
RPL15,CKD,0.034234032,76.76826319927655,118,300,19
RPS2,CKD,0.033603553,27.470776082432835,207,300,20
UMOD,CKD,0.033205308,5289.369591562348,13,300,21
FTL,CKD,0.031491563,3516.5657692851364,16,300,22
FTH1,CKD,0.03141219,720.9861956930721,27,300,23
HNRNPH1,CKD,0.031312305,6.108975829530736,478,300,24
TPT1,CKD,0.03085835,351.328646653957,41,300,25
GSTP1,CKD,0.030152712,124.54930928138268,86,300,26
ITM2B,CKD,0.028937448,204.10151335543227,64,300,27
RPL9,CKD,0.028508907,53.92118111676273,143,300,28
RPL37A,CKD,0.027902793,29.278041413963443,202,300,29
GABARAP,CKD,0.027238095,2.5673743704859286,779,300,30
MT2A,CKD,0.026870983,330.9639236416394,43,300,31
ATP1B1,CKD,0.026851974,508.28100592681096,30,300,32
ECHS1,CKD,0.026108973,6.168068060491741,476,300,33
RPS25,CKD,0.024796255,81.1405553425765,111,300,34
COX6B1,CKD,0.024770398,39.942842003911466,167,300,35
PTMS,CKD,0.024393948,4.621983457283132,558,300,36
CDC42,CKD,0.023857163,4.5207361157556445,563,300,37
GATM,CKD,0.023626778,25.082241147823176,221,300,38
RPS15,CKD,0.023569848,148.1506107347555,76,300,39
RPLP2,CKD,0.023473853,21.476282967219163,237,300,40
RPL18A,CKD,0.023408463,100.98353517616661,101,300,41
RPL23A,CKD,0.023399362,22.167650426510047,234,300,42
RPS27A,CKD,0.023184968,220.73041354668402,60,300,43
RPLP1,CKD,0.023110753,412.0605448037033,36,300,44
DEFB1,CKD,0.022925097,8836.840528217552,11,300,45
LDHB,CKD,0.022872528,41.758129311824575,160,300,46
RNASEK,CKD,0.022275839,3.967411180259242,609,300,47
DDX5,CKD,0.022272147,4.812643302950748,539,300,48
TXNIP,CKD,0.022107324,20.2449585637548,247,300,49
MT-ATP8,CKD,0.022065854,12.249485973776942,325,300,50
RPS15A,CKD,0.022024846,119.19744397424805,91,300,51
MTRNR2L12,CKD,0.021397227,6.518999503834998,463,300,52
RPSA,CKD,0.021356892,14.093096967597084,298,300,53
PPDPF,CKD,0.021094197,38.91222536734257,169,300,54
RTN4,CKD,0.021006059,36.264969700759806,175,300,55
CTNNB1,CKD,0.020841442,1.4140915825748746,1122,300,56
CEBPD,CKD,0.020713927,14.3647768760512,292,300,57
CLU,CKD,0.020669315,116.18092827585983,92,300,58
S100A6,CKD,0.02051349,1516.1200436841198,21,300,59
RPS12,CKD,0.019881042,426.6690949289262,34,300,60
RPL38,CKD,0.019814037,18.405389614453938,258,300,61
FXYD2,CKD,0.019683437,1301.1846189335959,22,300,62
CD59,CKD,0.019153869,7.1475479192170415,443,300,63
RPL39,CKD,0.019061418,359.68584529686774,38,300,64
DDX17,CKD,0.018868698,5.2665137865020615,517,300,65
ATP5E,CKD,0.018770665,29.30533241270392,201,300,66
PFDN5,CKD,0.018675657,27.341427772456168,209,300,67
WFDC2,CKD,0.018554445,1778.5943794824614,20,300,68
B2M,CKD,0.018450104,607.982716502998,28,300,69
SPP1,CKD,0.017896457,2306.0256409340877,18,300,70
RPL26,CKD,0.017890655,176.0467765880664,66,300,71
APP,CKD,0.017733328,11.460123256818743,342,300,72
SNHG29,CKD,0.01769542,4.211422835286567,587,300,73
RPS27,CKD,0.017604489,257.339470436032,53,300,74
ATP5I,CKD,0.017447045,11.872216710626859,335,300,75
IFITM3,CKD,0.01727219,17.774303638124245,261,300,76
RPL41,CKD,0.017087704,1071.652569960694,23,300,77
NDUFA13,CKD,0.017047923,13.837916889297755,303,300,78
MT1E,CKD,0.016984383,57.43682256442794,139,300,79
EEF1D,CKD,0.016949704,10.734385257497207,357,300,80
PIGR,CKD,0.016914077,20.751876575444143,243,300,81
PHPT1,CKD,0.016896294,6.374946812228746,467,300,82
RPL29,CKD,0.016892709,102.66623243783505,100,300,83
COX7B,CKD,0.016691083,57.960300879429816,138,300,84
MT1G,CKD,0.016630698,2238.9498609937555,19,300,85
RPL7,CKD,0.01659397,14.717008400426604,288,300,86
PTMA,CKD,0.016557653,145.47141478661,77,300,87
RPS29,CKD,0.016442085,48.83907390331214,147,300,88
COX4I1,CKD,0.016408376,35.07568781989801,177,300,89
MYL12B,CKD,0.01632073,23.466755883775885,228,300,90
CD81,CKD,0.01630828,19.201986969133728,253,300,91
RPL7A,CKD,0.016290063,144.3602323465119,78,300,92
CKB,CKD,0.01626428,35.008708516057936,178,300,93
ATP5MPL,CKD,0.016176956,9.535831796275861,387,300,94
CTSD,CKD,0.01612905,40.732181699251434,164,300,95
EEF1G,CKD,0.016092995,1.5912223230965232,1042,300,96
RPL5,CKD,0.016079566,62.83320413952354,137,300,97
RPL30,CKD,0.015999394,158.58425947973566,71,300,98
RPS28,CKD,0.01597422,296.54589775111333,47,300,99
CYB5A,CKD,0.01596761,42.53689600203714,158,300,100
PCSK1N,CKD,0.015941737,30.76495679215855,190,300,101
NDUFA3,CKD,0.015892955,10.085881624711734,372,300,102
ACTB,CKD,0.01580881,192.19683241986317,65,300,103
TMEM59,CKD,0.015659574,14.235241402249592,295,300,104
GLS,CKD,0.015658861,3.237438051629122,676,300,105
NME2,CKD,0.015592586,3.006882048531008,703,300,106
